"director","id","original_title","popularity","budget","revenue","genres","vote_count","vote_average","runtime","release_date","year"
"James Ivory",1245,"The Remains of the Day",10.913,11500000,23237911,"Drama|Romance",536,7.5,"134","1993-11-05",1993
"David Anspaugh",14534,"Rudy",8.25,12000000,22750363,"Drama|History",309,7.4,"114","1993-09-17",1993
"Kenneth Branagh",11971,"Much Ado About Nothing",9.058,11000000,22551000,"Drama|Comedy|Romance",386,7.1,"111","1993-05-07",1993
"Annabel Jankel",9607,"Super Mario Bros.",10.129,48000000,20915465,"Adventure|Comedy|Family|Fantasy",562,4.1,"104","1993-05-28",1993
"Rob Lieberman",15613,"Fire in the Sky",8.438,19885552,19724334,"Science Fiction|Drama|Mystery",228,6.5,"109","1993-03-12",1993
"Walter Hill",35588,"Geronimo: An American Legend",6.357,35000000,18635620,"History|Western",73,6,"115","1993-12-10",1993
"Takao Okawara",6593,"ゴジラvsメカゴジラ",5.1,9500000,1.8e+07,"Drama|Action|Science Fiction|Adventure",54,6.6,"108","1993-12-11",1993
"Robert De Niro",1607,"A Bronx Tale",11.344,22000000,17287898,"Drama|Crime",889,7.6,"121","1993-09-14",1993
"Adam Marcus",10285,"Jason Goes to Hell: The Final Friday",13.735,3000000,15938065,"Horror",415,4.3,"87","1993-08-13",1993
"Tsutomu Shibayama",161822,"映画ドラえもん のび太とブリキの迷宮",4.138,4000000,14800000,"Adventure|Animation",3,8.7,"97","1993-03-06",1993
"Alan Shapiro",33408,"The Crush",11.548,6000000,13609396,"Drama|Thriller",174,5.9,"89","1993-04-02",1993
"Uli Edel",2149,"Body of Evidence",10.595,30000000,13273595,"Drama|Thriller|Romance",125,4.6,"101","1993-01-15",1993
"John Lafia",41759,"Man's Best Friend",6.796,6000000,12974636,"Horror|Science Fiction|Thriller|Comedy",45,5.4,"97","1993-11-19",1993
"Tony Scott",319,"True Romance",14.567,12500000,12281551,"Action|Thriller|Crime|Romance",1393,7.5,"120","1993-09-09",1993
"Stephen Hopkins",6,"Judgment Night",8.765,21000000,12136938,"Action|Thriller|Crime",128,6.6,"110","1993-10-15",1993
"Thomas Schlamme",10442,"So I Married an Axe Murderer",9.332,20000000,11585483,"Comedy|Crime|Romance",201,6.2,"93","1993-07-30",1993
"Woody Allen",10440,"Manhattan Murder Mystery",10.164,13500000,11285588,"Comedy|Mystery",422,7.3,"104","1993-08-18",1993
"Barry Sonnenfeld",9024,"For Love or Money",8.3,30000000,11146270,"Comedy|Romance",149,6,"94","1993-10-01",1993
"Fred Dekker",5550,"RoboCop 3",12.328,22000000,10696210,"Action|Adventure|Crime|Science Fiction|Thriller",583,4.5,"104","1993-04-17",1993
"George A. Romero",10349,"The Dark Half",10.16,15000000,10611160,"Mystery|Horror",166,5.9,"122","1993-04-23",1993
"Lasse Hallström",1587,"What's Eating Gilbert Grape",15.146,11000000,10032765,"Romance|Drama",2043,7.7,"118","1993-12-17",1993
"James B. Harris",22213,"Boiling Point",4.864,9000000,1e+07,"Drama|Action|Crime|Thriller",43,5.1,"92","1993-04-16",1993
"Mark Jones",11811,"Leprechaun",9.102,900000,8556940,"Comedy|Horror|Thriller",272,5.2,"92","1993-01-08",1993
"Richard Linklater",9571,"Dazed and Confused",9.405,6900000,7993039,"Comedy|Drama",1080,7.5,"102","1993-09-24",1993
"David Price",25748,"Children of the Corn II: The Final Sacrifice",9.519,900000,6980986,"Horror",91,4.9,"92","1993-01-29",1993
"Ang Lee",9261,"喜宴",7.301,1000000,6933459,"Comedy|Drama|Romance",93,7.2,"109","1993-08-04",1993
"Charles Grosvenor",33539,"Once Upon a Forest",6.603,13000000,6582052,"Animation|Family|Adventure",61,6.4,"71","1993-06-18",1993
"Roger Allers",8587,"The Lion King",31.868,45000000,987483777,"Family|Animation|Drama",11245,8.2,"89","1994-05-07",1994
"Robert Zemeckis",13,"Forrest Gump",29.168,55000000,677945399,"Comedy|Drama|Romance",16211,8.4,"142","1994-07-06",1994
"James Cameron",36955,"True Lies",16.03,115000000,378882411,"Action|Thriller",2131,6.9,"141","1994-07-15",1994
"Chuck Russell",854,"The Mask",27.532,23000000,351583407,"Romance|Comedy|Crime|Fantasy",5815,6.8,"101","1994-07-29",1994
"Jan de Bont",1637,"Speed",15.526,30000000,350448145,"Action|Adventure|Crime",3344,7,"116","1994-06-09",1994
"Brian Levant",888,"The Flintstones",15.986,46000000,341631208,"Fantasy|Comedy|Family",1359,5.2,"91","1994-05-26",1994
"Mike Newell",712,"Four Weddings and a Funeral",11.812,6000000,254700832,"Comedy|Drama|Romance",1413,6.7,"117","1994-03-09",1994
"Peter Farrelly",8467,"Dumb and Dumber",12.503,16000000,247275374,"Comedy",3649,6.5,"107","1994-12-16",1994
"Neil Jordan",628,"Interview with the Vampire",17.583,60000000,223664608,"Horror|Drama|Fantasy",3117,7.3,"123","1994-11-11",1994
"Phillip Noyce",9331,"Clear and Present Danger",12.805,62000000,215887717,"Action|Drama|Thriller",712,6.6,"141","1994-08-03",1994
"Barry Levinson",8984,"Disclosure",9.861,55000000,214015089,"Drama|Thriller|Crime|Mystery|Romance",437,6.1,"123","1994-12-09",1994
"Quentin Tarantino",680,"Pulp Fiction",41.376,8000000,213928762,"Thriller|Crime",16754,8.5,"154","1994-09-10",1994
"Roland Emmerich",2164,"Stargate",16.633,55000000,196567262,"Action|Adventure|Science Fiction",1791,6.9,"121","1994-10-27",1994
"John Pasquin",11395,"The Santa Clause",20.623,22000000,189833357,"Fantasy|Drama|Comedy|Family",1086,6.3,"97","1994-11-10",1994
"Richard Donner",9359,"Maverick",13.081,75000000,183031272,"Action|Adventure|Comedy|Drama|Western",825,6.8,"127","1994-05-20",1994
"Luis Llosa",2636,"The Specialist",12.002,45000000,170362582,"Action|Thriller",602,5.6,"110","1994-10-07",1994
"Edward Zwick",4476,"Legends of the Fall",13.39,30000000,160638883,"Adventure|Drama|Romance|War",1245,7.4,"133","1994-12-16",1994
"Mike Nichols",10395,"Wolf",13.737,70000000,131002597,"Fantasy|Drama|Horror",471,6,"125","1994-06-17",1994
"David Carson",193,"Star Trek: Generations",7.389,38000000,1.2e+08,"Science Fiction|Action|Adventure|Thriller",704,6.5,"118","1994-11-17",1994
"John Landis",306,"Beverly Hills Cop III",10.381,50000000,119208989,"Action|Comedy|Crime",881,5.8,"104","1994-05-24",1994
"Joel Schumacher",10731,"The Client",10.492,45000000,117615211,"Drama|Thriller|Crime|Mystery",552,6.6,"119","1994-07-20",1994
"Kenneth Branagh",3036,"Frankenstein",9.294,45000000,112006296,"Drama|Horror|Science Fiction|Romance",629,6.3,"123","1994-11-04",1994
"Ivan Reitman",6280,"Junior",10.401,60000000,108431355,"Comedy|Family|Romance",776,5,"109","1994-11-22",1994
"Tom Shadyac",3049,"Ace Ventura: Pet Detective",16.402,15000000,107217396,"Comedy|Mystery",3347,6.5,"86","1994-02-04",1994
"Michael Apted",1945,"Nell",7.565,31000000,106683817,"Drama|Thriller",256,6.5,"112","1994-12-23",1994
"Peter Hyams",8831,"Timecop",10.219,27000000,101646581,"Thriller|Science Fiction|Action|Crime",545,5.8,"99","1994-09-15",1994
"Steven E. de Souza",11667,"Street Fighter",9.645,35000000,99423521,"Action|Adventure|Thriller|Drama|Science Fiction",706,4.3,"102","1994-12-22",1994
"Curtis Hanson",8987,"The River Wild",6.589,45000000,94216343,"Thriller",442,6.4,"111","1994-09-30",1994
"Alex Proyas",9495,"The Crow",12.867,15000000,9.4e+07,"Fantasy|Action|Thriller",1981,7.5,"102","1994-05-11",1994
"Charles Shyer",10879,"I Love Trouble",6.846,45000000,61947267,"Action|Comedy|Romance",99,5.5,"123","1994-06-29",1994
"Peter Segal",36593,"Naked Gun 33⅓: The Final Insult",14.102,30000000,51132598,"Comedy|Crime",1040,6.5,"83","1994-03-18",1994
"Oliver Stone",241,"Natural Born Killers",12.467,34000000,50282766,"Crime|Thriller|Drama",1797,7.1,"119","1994-08-25",1994
"Steven Seagal",9624,"On Deadly Ground",10.755,50000000,4.9e+07,"Action|Thriller",216,4.7,"102","1994-02-18",1994
"Russell Mulcahy",8850,"The Shadow",9.197,25000000,48063435,"Adventure|Fantasy|Action|Thriller|Science Fiction",261,5.9,"108","1994-07-01",1994
"Luc Besson",101,"Léon: The Professional",33.507,16000000,45284974,"Crime|Drama|Action",8451,8.3,"111","1994-09-14",1994
"Andrew Morahan",8011,"Highlander III: The Sorcerer",8.956,26000000,36800000,"Fantasy",219,4.6,"99","1994-11-29",1994
"Keenen Ivory Wayans",26352,"A Low Down Dirty Shame",6.192,10000000,29392418,"Comedy|Crime",54,5.7,"100","1994-11-23",1994
"Frank Darabont",278,"The Shawshank Redemption",35.086,25000000,28341469,"Drama|Crime",14351,8.7,"142","1994-09-23",1994
"Lawrence Kasdan",12160,"Wyatt Earp",13.732,63000000,25052000,"Drama|Action|Western",379,6.6,"191","1994-06-24",1994
"Penny Marshall",11858,"Renaissance Man",9.289,40000000,24332324,"Comedy|War",165,6.1,"128","1994-06-03",1994
"Jeremy Leven",1909,"Don Juan DeMarco",9.517,25000000,22200000,"Romance|Drama|Comedy",386,6.4,"97","1994-10-12",1994
"Mark Rydell",46717,"Intersection",6.784,45000000,21355893,"Drama|Romance",76,5.2,"98","1994-01-21",1994
"Paul Michael Glaser",46094,"The Air Up There",4.893,17080000,21011500,"Comedy|Family",72,5.7,"107","1994-01-07",1994
"Doug McHenry",22067,"Jason's Lyric",3.518,7000000,20851521,"Crime|Drama|Romance",20,7.1,"119","1994-09-28",1994
"Ben Stiller",2788,"Reality Bites",12.064,11500000,20079850,"Drama|Comedy|Romance",368,6.6,"99","1994-02-18",1994
"Richard Rush",2124,"Color of Night",7.971,40000000,19726050,"Romance|Thriller|Drama",233,5.4,"121","1994-08-19",1994
"Wes Craven",11596,"New Nightmare",10.812,14000000,18090181,"Horror|Thriller|Mystery|Fantasy",650,6.4,"112","1994-10-13",1994
"Patrick Read Johnson",11212,"Baby's Day Out",12.714,50000000,16671505,"Adventure|Comedy|Family|Crime",636,6,"99","1994-07-01",1994
"Deran Sarafian",9057,"Terminal Velocity",11.952,50000000,16478900,"Action",137,5.3,"102","1994-09-23",1994
"Christopher Cain",11231,"The Next Karate Kid",8.42,12000000,15826984,"Adventure",461,5.1,"107","1994-07-18",1994
"Martin Campbell",10447,"No Escape",8.862,20000000,15340000,"Action|Drama|Science Fiction|Thriller",193,6.1,"118","1994-04-29",1994
"P.J. Hogan",236,"Muriel's Wedding",9.38,3000000,15119639,"Drama|Comedy|Romance",194,7.1,"106","1994-08-22",1994
"Pixote Hunt",15139,"The Pagemaster",10.426,27000000,13670688,"Fantasy|Science Fiction|Family|Animation",429,6.4,"80","1994-11-23",1994
"Charles T. Kanganis",18885,"3 Ninjas Kick Back",10.64,20000000,11798854,"Adventure|Action|Comedy|Family",129,5.1,"93","1994-05-06",1994
"Liu Chia-Liang",12207,"醉拳二",13.157,10000000,11555430,"Action|Comedy",413,7.3,"102","1994-02-03",1994
"Ted Demme",10872,"The Ref",9.1,11000000,11439193,"Comedy",163,6.8,"97","1994-03-09",1994
"Gary Goldman",28032,"Thumbelina",8.17,28000000,11373501,"Animation|Drama|Family|Fantasy",248,6.2,"87","1994-03-30",1994
"Robert Altman",3586,"Prêt-à-Porter",8.081,15000000,11300653,"Drama|Comedy",85,5.3,"133","1994-12-23",1994
"Richard Rich",22586,"The Swan Princess",13.165,20000000,9771658,"Animation|Fantasy|Family|Adventure|Comedy",575,6.6,"89","1994-11-18",1994
"John Carpenter",2654,"In the Mouth of Madness",9.508,8000000,8946600,"Horror|Mystery|Thriller",732,7.2,"95","1994-06-18",1994
"Adam Rifkin",10694,"The Chase",9.729,26000000,8009329,"Comedy|Thriller|Action|Crime",160,5.7,"89","1994-03-04",1994
"Steve James",14275,"Hoop Dreams",7.952,700000,7830611,"Documentary",159,7.8,"174","1994-09-12",1994
"John Waters",11592,"Serial Mom",8.585,13000000,7820688,"Comedy|Crime|Horror|Thriller",291,6.6,"94","1994-04-13",1994
"Ernest R. Dickerson",17585,"Surviving the Game",6.516,7400000,7690013,"Action|Adventure|Thriller|Crime",94,6.2,"96","1994-04-15",1994
"Paul Flaherty",2778,"Clifford",5.209,19000000,7411659,"Comedy|Family",37,4.9,"89","1994-04-01",1994
"Tim Burton",522,"Ed Wood",12.149,18000000,5887457,"Comedy|Drama|History",1262,7.5,"127","1994-09-27",1994
"Hart Bochner",14425,"PCU",5.968,9000000,4350774,"Comedy",63,6.2,"79","1994-04-29",1994
"Peter Timm",7462,"Einfach nur Liebe",0.6,2000000,3500000,"Drama",0,0,"94","1994-07-14",1994
"Bruce Beresford",39473,"Silent Fall",5.195,30000000,3180674,"Drama|Thriller|Mystery",26,5.6,"101","1994-10-28",1994
"John Lasseter",862,"Toy Story",26.98,30000000,373554033,"Animation|Comedy|Family",11312,7.9,"81","1995-10-30",1995
"John McTiernan",1572,"Die Hard: With a Vengeance",19.991,90000000,366101666,"Action|Thriller",3504,7.1,"128","1995-05-19",1995
"Ron Howard",568,"Apollo 13",25.711,52000000,355237933,"Drama|History",3089,7.4,"140","1995-06-30",1995
"Martin Campbell",710,"GoldenEye",20.792,58000000,352194034,"Adventure|Action|Thriller",2118,6.8,"130","1995-11-16",1995
"Mike Gabriel",10530,"Pocahontas",17.793,55000000,346079773,"Adventure|Animation|Family|Romance",3500,6.9,"81","1995-06-14",1995
"Joel Schumacher",414,"Batman Forever",17.365,100000000,336529144,"Action|Crime|Fantasy",3021,5.3,"121","1995-06-16",1995
"David Fincher",807,"Se7en",64.242,33000000,327311859,"Crime|Mystery|Thriller",11619,8.3,"127","1995-09-22",1995
"Brad Silberling",8839,"Casper",15.819,50000000,287928194,"Fantasy|Comedy|Family",2694,6.2,"100","1995-05-26",1995
"Kevin Reynolds",9804,"Waterworld",14.613,175000000,264218220,"Action|Adventure|Science Fiction",2016,6,"135","1995-07-28",1995
"Joe Johnston",8844,"Jumanji",5.473,65000000,262797249,"Adventure|Fantasy|Family",6478,7.2,"104","1995-12-15",1995
"Chris Noonan",9598,"Babe",12.695,30000000,254134910,"Fantasy|Drama|Comedy|Family",1685,6.1,"89","1995-07-18",1995
"Steve Oedekerk",9273,"Ace Ventura: When Nature Calls",13.084,30000000,212385533,"Crime|Comedy|Adventure",2339,6.2,"90","1995-11-10",1995
"Mel Gibson",197,"Braveheart",19.98,72000000,2.1e+08,"Action|Drama|History|War",5905,7.9,"178","1995-05-24",1995
"Wolfgang Petersen",6950,"Outbreak",13.048,50000000,189859560,"Action|Drama|Science Fiction|Thriller",978,6.4,"127","1995-03-10",1995
"Michael Mann",949,"Heat",23.937,60000000,187436818,"Action|Crime|Drama|Thriller",3514,7.8,"170","1995-12-15",1995
"Jon Turteltaub",2064,"While You Were Sleeping",10.476,17000000,182057016,"Comedy|Romance",781,6.8,"103","1995-04-21",1995
"Clint Eastwood",688,"The Bridges of Madison County",13.793,24000000,182016617,"Drama|Romance",877,7.6,"135","1995-05-28",1995
"John N. Smith",9909,"Dangerous Minds",8.718,23000000,179519401,"Drama",482,6.6,"99","1995-08-11",1995
"Terry Gilliam",63,"Twelve Monkeys",19.945,29500000,168840000,"Science Fiction|Thriller|Mystery",4668,7.6,"129","1995-12-29",1995
"Tony Scott",8963,"Crimson Tide",13.853,53000000,157387195,"Thriller|Action|War",866,7.1,"116","1995-05-12",1995
"Frank Marshall",10329,"Congo",11.96,50000000,152022101,"Action|Adventure",409,5.3,"109","1995-06-09",1995
"Michael Bay",9737,"Bad Boys",16.497,19000000,141407024,"Action|Comedy|Crime|Thriller",3227,6.6,"118","1995-04-07",1995
"Ang Lee",4584,"Sense and Sensibility",10.165,16000000,134582776,"Drama|Romance",778,7.4,"136","1995-12-13",1995
"Jerry Zucker",6520,"First Knight",11.493,55000000,127600435,"Action|Adventure|Drama|Romance",619,6,"134","1995-07-07",1995
"Paul W.S. Anderson",9312,"Mortal Kombat",10.993,18000000,122195920,"Action|Fantasy",1006,5.6,"101","1995-08-18",1995
"Martin Scorsese",524,"Casino",60.588,52000000,116112375,"Crime",2734,8,"179","1995-11-22",1995
"Barry Sonnenfeld",8012,"Get Shorty",13.205,30250000,115101622,"Comedy|Thriller|Crime",530,6.5,"105","1995-10-20",1995
"Danny Cannon",9482,"Judge Dredd",12.558,90000000,113493481,"Science Fiction",1276,5.6,"96","1995-06-30",1995
"Roger Donaldson",9348,"Species",16.452,35000000,113374103,"Science Fiction|Horror|Action",777,5.7,"108","1995-07-07",1995
"Irwin Winkler",1642,"The Net",10.722,22000000,110627965,"Crime|Drama|Mystery|Thriller|Action",670,5.9,"114","1995-07-28",1995
"Rob Reiner",9087,"The American President",9.248,62000000,107879496,"Comedy|Drama|Romance",354,6.6,"106","1995-11-17",1995
"Stephen Herek",2054,"Mr. Holland's Opus",10.12,23000000,106269971,"Music|Drama|Family",198,7,"137","1995-12-29",1995
"Geoff Murphy",3512,"Under Siege 2: Dark Territory",11.429,60000000,104324083,"Action|Thriller",403,5.6,"100","1995-07-13",1995
"Jim Jarmusch",922,"Dead Man",7.903,9000000,103800000,"Drama|Fantasy|Western",764,7.3,"121","1995-12-23",1995
"Aditya Chopra",19404,"दिलवाले दुल्हनिया ले जायेंगे",16.016,13200000,1e+08,"Comedy|Drama|Romance",2160,8.9,"190","1995-10-20",1995
"Forest Whitaker",31357,"Waiting to Exhale",7.278,16000000,81452156,"Comedy|Drama|Romance",62,6.2,"127","1995-12-22",1995
"Joseph Ruben",11517,"Money Train",10.274,60000000,77224232,"Action|Comedy|Crime",389,5.7,"103","1995-11-21",1995
"Bryan Spicer",9070,"Mighty Morphin Power Rangers: The Movie",8.889,15000000,6.6e+07,"Action|Adventure|Science Fiction|Family|Fantasy",331,5.4,"92","1995-06-30",1995
"Peter Hyams",9091,"Sudden Death",9.027,35000000,64350171,"Action|Adventure|Thriller|Drama",324,5.7,"106","1995-10-27",1995
"Amy Heckerling",9603,"Clueless",16.201,12000000,56631572,"Comedy|Romance",2116,7.2,"97","1995-07-19",1995
"Alfonso Aráu",9560,"A Walk in the Clouds",9.871,20000000,50012507,"Drama|Romance",346,6.7,"103","1995-08-11",1995
"Mike Figgis",451,"Leaving Las Vegas",9.402,3600000,49800000,"Drama|Romance",657,7.2,"112","1995-10-27",1995
"Tim Robbins",687,"Dead Man Walking",8.143,11000000,39363635,"Drama",707,7.4,"122","1995-12-29",1995
"Stanley Tong",33542,"紅番區",12.799,7500000,32392047,"Crime|Action|Comedy|Thriller",460,6.6,"104","1995-01-30",1995
"Michael Caton-Jones",11780,"Rob Roy",12.15,28000000,31596911,"Adventure|History",298,6.7,"139","1995-04-13",1995
"Richard Donner",9691,"Assassins",11.791,50000000,30303072,"Action|Adventure|Crime|Thriller",735,6.2,"132","1995-10-06",1995
"F. Gary Gray",10634,"Friday",12.661,3500000,28215918,"Comedy",884,7.1,"91","1995-04-26",1995
"Lesli Linka Glatter",9263,"Now and Then",6.211,12000000,27400000,"Comedy|Drama|Family",197,6.7,"100","1995-10-20",1995
"Tamra Davis",11017,"Billy Madison",10.849,10000000,26488734,"Comedy",855,6.1,"89","1995-02-10",1995
"Randall Miller",17207,"Houseguest",4.73,10500000,26325256,"Comedy|Family",35,5.7,"113","1995-01-06",1995
"Robert Rodriguez",8068,"Desperado",16.474,7000000,25405445,"Thriller|Action|Crime",1555,6.8,"104","1995-08-25",1995
"Brett Leonard",9271,"Virtuosity",9.678,30000000,24048000,"Action|Crime|Science Fiction|Thriller",276,5.5,"106","1995-08-04",1995
"Jocelyn Moorhouse",11861,"How to Make an American Quilt",12.944,10000000,23574130,"Drama|Romance",83,6.3,"116","1995-10-06",1995
"Herbert Ross",9382,"Boys on the Side",6.188,21000000,23450000,"Comedy|Drama",104,6.4,"115","1995-02-03",1995
"Bryan Singer",629,"The Usual Suspects",14.319,6000000,23341568,"Drama|Crime|Thriller",6095,8.2,"106","1995-07-19",1995
"Gus Van Sant",577,"To Die For",9.092,20000000,21284514,"Drama|Comedy|Crime",373,6.6,"106","1995-09-22",1995
"Paul Verhoeven",10802,"Showgirls",12.538,45000000,20350754,"Drama",519,5.2,"131","1995-09-22",1995
"Wes Craven",12158,"Vampire in Brooklyn",8.48,14000000,19800000,"Comedy|Horror|Romance",252,4.8,"100","1995-10-26",1995
"Robert Longo",9886,"Johnny Mnemonic",12.001,25000000,19075720,"Adventure|Action|Drama|Science Fiction|Thriller",669,5.7,"97","1995-05-26",1995
"Sam Raimi",12106,"The Quick and the Dead",13.195,32000000,18552460,"Western",834,6.4,"107","1995-02-09",1995
"Rakesh Roshan",93519,"Karan Arjun",5.868,1850000,16540000,"Action|Thriller",54,6.6,"175","1995-01-13",1995
"Carl Franklin",8512,"Devil in a Blue Dress",5.91,27000000,16140822,"Crime|Thriller|Drama",161,6.5,"102","1995-09-15",1995
"Mathieu Kassovitz",406,"La Haine",11.679,2600000,15300000,"Drama",1676,8,"98","1995-05-31",1995
"Joe Chappelle",10987,"Halloween: The Curse of Michael Myers",10.973,5000000,15116634,"Horror|Thriller",451,5,"88","1995-09-29",1995
"Jean-Paul Rappeneau",11876,"Le Hussard sur le toit",3.941,35000000,1.5e+07,"Drama|Romance",65,6.4,"135","1995-09-20",1995
"John Boorman",1873,"Beyond Rangoon",4.847,23000000,14700000,"Drama|Thriller",33,6.7,"100","1995-05-24",1995
"Ram Gopal Varma",21570,"रंगीला",2.354,2800000,1.4e+07,"Drama|Romance|Music",32,7.2,"175","1995-09-08",1995
"Oliver Stone",10858,"Nixon",7.115,44000000,13681765,"History|Drama",151,7,"192","1995-12-22",1995
"Spike Lee",20649,"Clockers",9.954,25000000,13071518,"Mystery|Crime|Drama",137,6.9,"128","1995-09-15",1995
"Peter Yates",161495,"Roommates",4.379,22000000,12400000,"Drama|Comedy",14,6.4,"108","1995-03-03",1995
"Brett Leonard",27303,"Hideaway",5.32,15000000,12201255,"Drama|Thriller",54,5.1,"103","1995-03-03",1995
